full_jaspar_motif,jaspar_motif,jaspar_name_1,jaspar_name_2,TFClass_name_1,TFClass_name_2,RNA_name_1,RNA_name_2,TFClass_subfamily_1,TFClass_family_1,TFClass_class_1,TFClass_superclass_1,TFClass_num_1,TFClass_subfamily_2,TFClass_family_2,TFClass_class_2,TFClass_superclass_2,TFClass_num_2,lowest_level_fam_1,lowest_level_fam_2
MA0673.1_NKX2-8,NKX2-8,NKX2-8,NA,NKX2-8,NA,NKX2-8,NA,NK2.2,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.15.2,NA,NA,NA,NA,NA,NK2.2,NA
MA0674.1_NKX6-1,NKX6-1,NKX6-1,NA,"NKX6-1 (NKX6-1-1, NKX6-1-2)",NA,NKX6-1,NA,NK6,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.19.1,NA,NA,NA,NA,NA,NK6,NA
MA0675.1_NKX6-2,NKX6-2,NKX6-2,NA,NKX6-2,NA,NKX6-2,NA,NK6,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.19.2,NA,NA,NA,NA,NA,NK6,NA
MA0678.1_OLIG2,OLIG2,OLIG2,NA,OLIG2,NA,OLIG2,NA,Neurogenin-ATO,Tal-related,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.3.4.14,NA,NA,NA,NA,NA,Neurogenin-ATO,NA
MA0068.2_PAX4,PAX4,PAX4,NA,PAX4,NA,PAX4,NA,PAX4-like,PD+HD,Paired box factors,Helix-turn-helix domains,3.2.1.2.1,NA,NA,NA,NA,NA,PAX4-like,NA
MA0680.1_PAX7,PAX7,PAX7,NA,PAX7,NA,PAX7,NA,PAX3-like,PD+HD,Paired box factors,Helix-turn-helix domains,3.2.1.1.2,NA,NA,NA,NA,NA,PAX3-like,NA
MA0683.1_POU4F2,POU4F2,POU4F2,NA,POU4F2 (Brn-3B),NA,POU4F2,NA,POU4,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.4.2,NA,NA,NA,NA,NA,POU4,NA
MA0685.1_SP4,SP4,SP4,NA,Sp4,NA,SP4,NA,Sp1-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.1.4,NA,NA,NA,NA,NA,Sp1-like,NA
MA0686.1_SPDEF,SPDEF,SPDEF,NA,SPDEF,NA,SPDEF,NA,SPDEF-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.7.1,NA,NA,NA,NA,NA,SPDEF-like,NA
MA0687.1_SPIC,SPIC,SPIC,NA,SpiC,NA,SPIC,NA,SPI-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.5.3,NA,NA,NA,NA,NA,SPI-like,NA
MA0083.3_SRF,SRF,SRF,NA,SRF,NA,SRF,NA,NA,Responders to external signals,MADS box factors,alpha-Helices exposed by beta-structures,5.1.2.0.1,NA,NA,NA,NA,NA,Responders to external signals,NA
MA0009.2_TBXT,TBXT,TBXT,NA,T (Brachyury),NA,TBXT,NA,NA,Brachyury-related,T-Box factors,Immunoglobulin fold,6.5.1.0.1,NA,NA,NA,NA,NA,Brachyury-related,NA
MA0688.1_TBX2,TBX2,TBX2,NA,TBX2,NA,TBX2,NA,NA,TBX2-related,T-Box factors,Immunoglobulin fold,6.5.4.0.1,NA,NA,NA,NA,NA,TBX2-related,NA
MA0689.1_TBX20,TBX20,TBX20,NA,TBX20,NA,TBX20,NA,NA,TBX1-related,T-Box factors,Immunoglobulin fold,6.5.3.0.5,NA,NA,NA,NA,NA,TBX1-related,NA
MA0690.1_TBX21,TBX21,TBX21,NA,NA,NA,TBX21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA0691.1_TFAP4,TFAP4,TFAP4,NA,AP-4,NA,TFAP4,NA,AP4,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.4.1,NA,NA,NA,NA,NA,AP4,NA
MA0145.3_TFCP2,TFCP2,TFCP2,NA,CP2,NA,TFCP2,NA,NA,CP2-related,Grainyhead,Immunoglobulin fold,6.7.2.0.1,NA,NA,NA,NA,NA,CP2-related,NA
MA0692.1_TFEB,TFEB,TFEB,NA,TFEB,NA,TFEB,NA,TFE3,bHLH-ZIP,Basic helix-loop-helix factors (bHLH),Basic domains,1.2.6.1.2,NA,NA,NA,NA,NA,TFE3,NA
MA0694.1_ZBTB7B,ZBTB7B,ZBTB7B,NA,ZBTB7B,NA,ZBTB7B,NA,ZBTB7,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.8.2,NA,NA,NA,NA,NA,ZBTB7,NA
MA0695.1_ZBTB7C,ZBTB7C,ZBTB7C,NA,ZBTB7C,NA,ZBTB7C,NA,ZBTB7,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.8.3,NA,NA,NA,NA,NA,ZBTB7,NA
MA0696.1_ZIC1,ZIC1,ZIC1,NA,ZIC1,NA,ZIC1,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.7,NA,NA,NA,NA,NA,GLI-lile,NA
MA0697.1_ZIC3,ZIC3,ZIC3,NA,ZIC3,NA,ZIC3,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.9,NA,NA,NA,NA,NA,GLI-lile,NA
MA0698.1_ZBTB18,ZBTB18,ZBTB18,NA,ZNF238,NA,ZBTB18,NA,ZNF238-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.16.1,NA,NA,NA,NA,NA,ZNF238-like,NA
MA0699.1_LBX2,LBX2,LBX2,NA,LBX2,NA,LBX2,NA,LBX,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.10.2,NA,NA,NA,NA,NA,LBX,NA
MA0706.1_MEOX2,MEOX2,MEOX2,NA,MEOX2,NA,MEOX2,NA,MEOX,HOX,Homeo domain factors,Helix-turn-helix domains,3.1.1.14.2,NA,NA,NA,NA,NA,MEOX,NA
MA0707.1_MNX1,MNX1,MNX1,NA,MNX1,NA,MNX1,NA,MNX,HOX,Homeo domain factors,Helix-turn-helix domains,3.1.1.13.1,NA,NA,NA,NA,NA,MNX,NA
MA0708.1_MSX2,MSX2,MSX2,NA,MSX2,NA,MSX2,NA,MSX,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.11.2,NA,NA,NA,NA,NA,MSX,NA
MA0710.1_NOTO,NOTO,NOTO,NA,NOTO,NA,NOTO,NA,NOTO,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.20.1,NA,NA,NA,NA,NA,NOTO,NA
MA0711.1_OTX1,OTX1,OTX1,NA,OTX1,NA,OTX1,NA,OTX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.17.1,NA,NA,NA,NA,NA,OTX,NA
MA0132.2_PDX1,PDX1,PDX1,NA,PDX1,NA,PDX1,NA,PDX,HOX,Homeo domain factors,Helix-turn-helix domains,3.1.1.15.1,NA,NA,NA,NA,NA,PDX,NA
MA0713.1_PHOX2A,PHOX2A,PHOX2A,NA,PHOX2A,NA,PHOX2A,NA,PHOX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.18.1,NA,NA,NA,NA,NA,PHOX,NA
MA0714.1_PITX3,PITX3,PITX3,NA,PITX3,NA,PITX3,NA,PITX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.19.3,NA,NA,NA,NA,NA,PITX,NA
MA0715.1_PROP1,PROP1,PROP1,NA,PROP1,NA,PROP1,NA,PROP,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.20.1,NA,NA,NA,NA,NA,PROP,NA
MA0716.1_PRRX1,PRRX1,PRRX1,NA,"PRRX1 (PRRX1a, PRRX1b)",NA,PRRX1,NA,PRRX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.21.1,NA,NA,NA,NA,NA,PRRX,NA
MA0717.1_RAX2,RAX2,RAX2,NA,RAX2,NA,RAX2,NA,RAX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.22.2,NA,NA,NA,NA,NA,RAX,NA
MA0718.1_RAX,RAX,RAX,NA,RAX,NA,RAX,NA,RAX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.22.1,NA,NA,NA,NA,NA,RAX,NA
MA0719.1_RHOXF1,RHOXF1,RHOXF1,NA,RHOXF1,NA,RHOXF1,NA,RHOX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.23.1,NA,NA,NA,NA,NA,RHOX,NA
MA0721.1_UNCX,UNCX,UNCX,NA,UNCX,NA,UNCX,NA,UNCX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.27.1,NA,NA,NA,NA,NA,UNCX,NA
MA0722.1_VAX1,VAX1,VAX1,NA,VAX1,NA,VAX1,NA,VAX,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.22.1,NA,NA,NA,NA,NA,VAX,NA
MA0723.1_VAX2,VAX2,VAX2,NA,VAX2,NA,VAX2,NA,VAX,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.22.2,NA,NA,NA,NA,NA,VAX,NA
MA0724.1_VENTX,VENTX,VENTX,NA,VENTX,NA,VENTX,NA,VENTX,NK,Homeo domain factors,Helix-turn-helix domains,3.1.2.23.1,NA,NA,NA,NA,NA,VENTX,NA
MA0725.1_VSX1,VSX1,VSX1,NA,VSX1,NA,VSX1,NA,VSX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.28.1,NA,NA,NA,NA,NA,VSX,NA
MA0726.1_VSX2,VSX2,VSX2,NA,VSX2,NA,VSX2,NA,VSX,Paired-related HD,Homeo domain factors,Helix-turn-helix domains,3.1.3.28.2,NA,NA,NA,NA,NA,VSX,NA
MA0112.3_ESR1,ESR1,ESR1,NA,"ERALPHA (ESR1, NR3A1)",NA,ESR1,NA,ER-like(NR3A),Steroid hormone receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.1.2.1,NA,NA,NA,NA,NA,ER-like(NR3A),NA
MA0141.3_ESRRB,ESRRB,ESRRB,NA,"ERR2 (ERRbeta, NR3B2, err23)",NA,ESRRB,NA,ER-like(NR3A),Steroid hormone receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.1.2.4,NA,NA,NA,NA,NA,ER-like(NR3A),NA
MA0017.2_NR2F1,NR2F1,NR2F1,NA,COUPTFI (NR2F1),NA,NR2F1,NA,COUP(NR2F),RXR-related receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.3.5.1,NA,NA,NA,NA,NA,COUP(NR2F),NA
MA0113.3_NR3C1,NR3C1,NR3C1,NA,GR (NR3C1),NA,NR3C1,NA,GR-like(NR3C),Steroid hormone receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.1.1.1,NA,NA,NA,NA,NA,GR-like(NR3C),NA
MA0727.1_NR3C2,NR3C2,NR3C2,NA,MR (NR3C2),NA,NR3C2,NA,GR-like(NR3C),Steroid hormone receptors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.1.1.2,NA,NA,NA,NA,NA,GR-like(NR3C),NA
MA0729.1_RARA,RARA,RARA,NA,"RARALPHA (RARA, NR1B1)",NA,RARA,NA,RAR(NR1B),Thyroid hormone receptor-related factors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.2.1.1,NA,NA,NA,NA,NA,RAR(NR1B),NA
MA0730.1_RARA(var.2),RARA(var.2),RARA,NA,"RARALPHA (RARA, NR1B1)",NA,RARA,NA,RAR(NR1B),Thyroid hormone receptor-related factors,Nuclear receptors with C4 zinc fingers,Zinc-coordinating DNA-binding domains,2.1.2.1.1,NA,NA,NA,NA,NA,RAR(NR1B),NA
MA0731.1_BCL6B,BCL6B,BCL6B,NA,BCL6B,NA,BCL6B,NA,BCL6,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.22.1,NA,NA,NA,NA,NA,BCL6,NA
MA0472.2_EGR2,EGR2,EGR2,NA,EGR2,NA,EGR2,NA,EGR,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.3.2,NA,NA,NA,NA,NA,EGR,NA
MA0732.1_EGR3,EGR3,EGR3,NA,EGR3,NA,EGR3,NA,EGR,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.3.3,NA,NA,NA,NA,NA,EGR,NA
MA0733.1_EGR4,EGR4,EGR4,NA,EGR4,NA,EGR4,NA,EGR,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.3.4,NA,NA,NA,NA,NA,EGR,NA
MA0735.1_GLIS1,GLIS1,GLIS1,NA,GLIS1,NA,GLIS1,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.4,NA,NA,NA,NA,NA,GLI-lile,NA
MA0736.1_GLIS2,GLIS2,GLIS2,NA,GLIS2,NA,GLIS2,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.5,NA,NA,NA,NA,NA,GLI-lile,NA
MA0737.1_GLIS3,GLIS3,GLIS3,NA,GLIS3,NA,GLIS3,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.6,NA,NA,NA,NA,NA,GLI-lile,NA
MA0738.1_HIC2,HIC2,HIC2,NA,HIC2,NA,HIC2,NA,HIC,Factors with multiple dispersed zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.4.17.2,NA,NA,NA,NA,NA,HIC,NA
MA0740.1_KLF14,KLF14,KLF14,NA,KLF14,NA,KLF14,NA,Kr-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.2.14,NA,NA,NA,NA,NA,Kr-like,NA
MA0741.1_KLF16,KLF16,KLF16,NA,KLF16,NA,KLF16,NA,Kr-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.2.16,NA,NA,NA,NA,NA,Kr-like,NA
MA0747.1_SP8,SP8,SP8,NA,Sp8,NA,SP8,NA,Sp1-like,Three-zinc finger Krüppel-related,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.1.1.8,NA,NA,NA,NA,NA,Sp1-like,NA
MA0749.1_ZBED1,ZBED1,ZBED1,NA,ZBED1,NA,ZBED1,NA,NA,BED zinc finger factors,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.5.0.1,NA,NA,NA,NA,NA,BED zinc finger factors,NA
MA0751.1_ZIC4,ZIC4,ZIC4,NA,ZIC4,NA,ZIC4,NA,GLI-lile,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.1.10,NA,NA,NA,NA,NA,GLI-lile,NA
MA0088.2_ZNF143,ZNF143,ZNF143,NA,ZNF143,NA,ZNF143,NA,ZNF76-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.28.2,NA,NA,NA,NA,NA,ZNF76-like,NA
MA0752.1_ZNF410,ZNF410,ZNF410,NA,ZNF410,NA,ZNF410,NA,MTF1-like,More than 3 adjacent zinc fingers,C2H2 zinc finger factors,Zinc-coordinating DNA-binding domains,2.3.3.24.2,NA,NA,NA,NA,NA,MTF1-like,NA
MA0754.1_CUX1,CUX1,CUX1,NA,CUX1,NA,CUX1,NA,CUX,HD-CUT,Homeo domain factors,Helix-turn-helix domains,3.1.9.2.1,NA,NA,NA,NA,NA,CUX,NA
MA0755.1_CUX2,CUX2,CUX2,NA,CUX2,NA,CUX2,NA,CUX,HD-CUT,Homeo domain factors,Helix-turn-helix domains,3.1.9.2.2,NA,NA,NA,NA,NA,CUX,NA
MA0756.1_ONECUT2,ONECUT2,ONECUT2,NA,ONECUT2,NA,ONECUT2,NA,ONECUT,HD-CUT,Homeo domain factors,Helix-turn-helix domains,3.1.9.1.2,NA,NA,NA,NA,NA,ONECUT,NA
MA0757.1_ONECUT3,ONECUT3,ONECUT3,NA,ONECUT3,NA,ONECUT3,NA,ONECUT,HD-CUT,Homeo domain factors,Helix-turn-helix domains,3.1.9.1.3,NA,NA,NA,NA,NA,ONECUT,NA
MA0758.1_E2F7,E2F7,E2F7,NA,E2F7,NA,E2F7,NA,E2F,E2F,Fork head / winged helix factors,Helix-turn-helix domains,3.3.2.1.7,NA,NA,NA,NA,NA,E2F,NA
MA0759.1_ELK3,ELK3,ELK3,NA,ELK3,NA,ELK3,NA,ELK-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.2.2,NA,NA,NA,NA,NA,ELK-like,NA
MA0760.1_ERF,ERF,ERF,NA,ERF,NA,ERF,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.11,NA,NA,NA,NA,NA,ETS-like,NA
MA0474.2_ERG,ERG,ERG,NA,ERG,NA,ERG,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.7,NA,NA,NA,NA,NA,ETS-like,NA
MA0098.3_ETS1,ETS1,ETS1,NA,c-Ets-1 (Ets-1),NA,ETS1,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.1,NA,NA,NA,NA,NA,ETS-like,NA
MA0762.1_ETV2,ETV2,ETV2,NA,ETV2,NA,ETV2,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.4,NA,NA,NA,NA,NA,ETS-like,NA
MA0763.1_ETV3,ETV3,ETV3,NA,ETV3,NA,ETV3,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.9,NA,NA,NA,NA,NA,ETS-like,NA
MA0156.2_FEV,FEV,FEV,NA,FEV,NA,FEV,NA,ETS-like,Ets-related,Tryptophan cluster factors,Helix-turn-helix domains,3.5.2.1.8,NA,NA,NA,NA,NA,ETS-like,NA
MA0767.1_GCM2,GCM2,GCM2,NA,GCM2,NA,GCM2,NA,NA,GCM,GCM domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.2.1.0.2,NA,NA,NA,NA,NA,GCM,NA
MA0768.1_LEF1,LEF1,LEF1,NA,LEF1,NA,LEF1,NA,NA,TCF7-related,High-mobility group (HMG) domain factors,Other all-alpha-helical DNA-binding domains,4.1.3.0.4,NA,NA,NA,NA,NA,TCF7-related,NA
MA0770.1_HSF2,HSF2,HSF2,NA,HSF2,NA,HSF2,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.2,NA,NA,NA,NA,NA,HSF,NA
MA0771.1_HSF4,HSF4,HSF4,NA,HSF4,NA,HSF4,NA,NA,HSF,Heat shock factors,Helix-turn-helix domains,3.4.1.0.4,NA,NA,NA,NA,NA,HSF,NA
MA0772.1_IRF7,IRF7,IRF7,NA,IRF7,NA,IRF7,NA,NA,IRF,Tryptophan cluster factors,Helix-turn-helix domains,3.5.3.0.7,NA,NA,NA,NA,NA,IRF,NA
MA0773.1_MEF2D,MEF2D,MEF2D,NA,MEF2D,NA,MEF2D,NA,MEF2,Regulators of differentiation,MADS box factors,alpha-Helices exposed by beta-structures,5.1.1.1.4,NA,NA,NA,NA,NA,MEF2,NA
MA0498.2_MEIS1,MEIS1,MEIS1,NA,MEIS1,NA,MEIS1,NA,MEIS,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.2.1,NA,NA,NA,NA,NA,MEIS,NA
MA0774.1_MEIS2,MEIS2,MEIS2,NA,MEIS2,NA,MEIS2,NA,MEIS,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.2.2,NA,NA,NA,NA,NA,MEIS,NA
MA0775.1_MEIS3,MEIS3,MEIS3,NA,MEIS3,NA,MEIS3,NA,MEIS,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.2.3,NA,NA,NA,NA,NA,MEIS,NA
MA0776.1_MYBL1,MYBL1,MYBL1,NA,A-Myb (MYBL1),NA,MYBL1,NA,Myb-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.1.2,NA,NA,NA,NA,NA,Myb-like,NA
MA0777.1_MYBL2,MYBL2,MYBL2,NA,"B-Myb (B-Myb1, B-Myb2)",NA,MYBL2,NA,Myb-like,Myb-SANT,Tryptophan cluster factors,Helix-turn-helix domains,3.5.1.1.3,NA,NA,NA,NA,NA,Myb-like,NA
MA0105.4_NFKB1,NFKB1,NFKB1,NA,NF-?B p105 (NFKB1),NA,NFKB1,NA,NFkappaB p50-like,NFkappaB-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.1.1.1,NA,NA,NA,NA,NA,NFkappaB p50-like,NA
MA0778.1_NFKB2,NFKB2,NFKB2,NA,NF-?B p100 (NFKB2),NA,NFKB2,NA,NFkappaB p50-like,NFkappaB-related,Rel homology region (RHR) factors,Immunoglobulin fold,6.1.1.1.2,NA,NA,NA,NA,NA,NFkappaB p50-like,NA
MA0779.1_PAX1,PAX1,PAX1,NA,PAX1,NA,PAX1,NA,PAX1-like,PD,Paired box factors,Helix-turn-helix domains,3.2.2.1.1,NA,NA,NA,NA,NA,PAX1-like,NA
MA0780.1_PAX3,PAX3,PAX3,NA,PAX3,NA,PAX3,NA,PAX3-like,PD+HD,Paired box factors,Helix-turn-helix domains,3.2.1.1.1,NA,NA,NA,NA,NA,PAX3-like,NA
MA0781.1_PAX9,PAX9,PAX9,NA,PAX9,NA,PAX9,NA,PAX1-like,PD,Paired box factors,Helix-turn-helix domains,3.2.2.1.2,NA,NA,NA,NA,NA,PAX1-like,NA
MA0783.1_PKNOX2,PKNOX2,PKNOX2,NA,PKNOX2,NA,PKNOX2,NA,PBX,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.4.2,NA,NA,NA,NA,NA,PBX,NA
MA0784.1_POU1F1,POU1F1,POU1F1,NA,POU1F1 (Pit-1),NA,POU1F1,NA,POU1,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.1.1,NA,NA,NA,NA,NA,POU1,NA
MA0785.1_POU2F1,POU2F1,POU2F1,NA,POU2F1 (Oct-1),NA,POU2F1,NA,POU2,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.2.1,NA,NA,NA,NA,NA,POU2,NA
MA0786.1_POU3F1,POU3F1,POU3F1,NA,POU3F1 (Oct-6),NA,POU3F1,NA,POU3,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.3.1,NA,NA,NA,NA,NA,POU3,NA
MA0787.1_POU3F2,POU3F2,POU3F2,NA,"POU3F2 (Oct-7, Brn-2)",NA,POU3F2,NA,POU3,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.3.2,NA,NA,NA,NA,NA,POU3,NA
MA0788.1_POU3F3,POU3F3,POU3F3,NA,"POU3F3 (Oct-8, Brn-1)",NA,POU3F3,NA,POU3,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.3.3,NA,NA,NA,NA,NA,POU3,NA
MA0789.1_POU3F4,POU3F4,POU3F4,NA,"POU3F4 (Oct-9, Brn-4)",NA,POU3F4,NA,POU3,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.3.4,NA,NA,NA,NA,NA,POU3,NA
MA0790.1_POU4F1,POU4F1,POU4F1,NA,"POU4F1 (Brn-3A, OCT-T1)",NA,POU4F1,NA,POU4,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.4.1,NA,NA,NA,NA,NA,POU4,NA
MA0791.1_POU4F3,POU4F3,POU4F3,NA,POU4F3 (Brn-3C),NA,POU4F3,NA,POU4,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.4.3,NA,NA,NA,NA,NA,POU4,NA
MA0792.1_POU5F1B,POU5F1B,POU5F1B,NA,POU5F1 (Oct-3),NA,POU5F1B,NA,POU5,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.5.2,NA,NA,NA,NA,NA,POU5,NA
MA0793.1_POU6F2,POU6F2,POU6F2,NA,POU6F2 (Rpf-1),NA,POU6F2,NA,POU6,POU,Homeo domain factors,Helix-turn-helix domains,3.1.10.6.2,NA,NA,NA,NA,NA,POU6,NA
MA0794.1_PROX1,PROX1,PROX1,NA,PROX1,NA,PROX1,NA,NA,HD-PROS,Homeo domain factors,Helix-turn-helix domains,3.1.7.0.1,NA,NA,NA,NA,NA,HD-PROS,NA
MA0600.2_RFX2,RFX2,RFX2,NA,RFX2,NA,RFX2,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.2,NA,NA,NA,NA,NA,RFX,NA
MA0795.1_SMAD3,SMAD3,SMAD3,NA,SMAD3,NA,SMAD3,NA,R-MAD,SMAD,SMAD/NF-1 DNA-binding domain factors,beta-Hairpin exposed by an alpha/beta-scaffold,7.1.1.1.3,NA,NA,NA,NA,NA,R-MAD,NA
MA0796.1_TGIF1,TGIF1,TGIF1,NA,TGIF1,NA,TGIF1,NA,PKNOX,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.5.1,NA,NA,NA,NA,NA,PKNOX,NA
MA0797.1_TGIF2,TGIF2,TGIF2,NA,TGIF2,NA,TGIF2,NA,PKNOX,TALE-type HD,Homeo domain factors,Helix-turn-helix domains,3.1.4.5.2,NA,NA,NA,NA,NA,PKNOX,NA
MA0799.1_RFX4,RFX4,RFX4,NA,RFX4,NA,RFX4,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.4,NA,NA,NA,NA,NA,RFX,NA
MA0510.2_RFX5,RFX5,RFX5,NA,RFX5,NA,RFX5,NA,NA,RFX,Fork head / winged helix factors,Helix-turn-helix domains,3.3.3.0.5,NA,NA,NA,NA,NA,RFX,NA
MA0511.2_RUNX2,RUNX2,RUNX2,NA,Runx2,NA,RUNX2,NA,NA,Runt-related,Runt domain factors,Immunoglobulin fold,6.4.1.0.1,NA,NA,NA,NA,NA,Runt-related,NA
MA0800.1_EOMES,EOMES,EOMES,NA,NA,NA,EOMES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA0801.1_MGA,MGA,MGA,NA,MGA (MAD5),NA,MGA,NA,NA,TBX6-related,T-Box factors,Immunoglobulin fold,6.5.5.0.2,NA,NA,NA,NA,NA,TBX6-related,NA
MA0802.1_TBR1,TBR1,TBR1,NA,NA,NA,TBR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MA0803.1_TBX15,TBX15,TBX15,NA,TBX15,NA,TBX15,NA,NA,TBX1-related,T-Box factors,Immunoglobulin fold,6.5.3.0.3,NA,NA,NA,NA,NA,TBX1-related,NA
MA0804.1_TBX19,TBX19,TBX19,NA,TBX19,NA,TBX19,NA,NA,Brachyury-related,T-Box factors,Immunoglobulin fold,6.5.1.0.2,NA,NA,NA,NA,NA,Brachyury-related,NA
MA0805.1_TBX1,TBX1,TBX1,NA,TBX1,NA,TBX1,NA,NA,TBX1-related,T-Box factors,Immunoglobulin fold,6.5.3.0.1,NA,NA,NA,NA,NA,TBX1-related,NA
